,val0,val1,val2,val3,val4,val5,val6,val7,val8,val9,val10,val11,val12,val13,val14,val15,val16,val17,val18,val19,val20,val21,val22,val23,val24,val25,Name
24,54.425472,56.021591,11.417164,35.447586,24.167305,17.927179,9.749976,25.721582,31.511652,47.721657,8.747803,99.16864,10.228713,91.78212,27.704781,118.576347,121.866768,61.3311,80.767097,63.267876,297.468842,56.503078,195.399429,102.172729,62.424908,23.649012,Truck
25,20.976692,45.585297,27.601694,26.757774,21.414267,16.929049,7.961801,9.593037,9.295979,34.278664,20.349977,22.977423,12.001054,42.849625,13.143323,106.310844,4.455713,184.302231,121.410606,101.255943,132.601593,57.190273,206.242294,53.875378,126.778824,156.177795,Truck
26,80.040627,15.722157,60.624596,22.241503,35.407059,46.31868,14.059947,56.729904,64.601364,22.841904,10.133241,44.231255,30.488155,18.169897,23.850388,48.31646,87.001808,139.568054,128.134125,210.748276,283.419586,215.263229,289.069702,106.125259,39.01096,80.656334,Truck
27,36.014904,46.261547,22.334078,23.128416,5.195154,15.530921,17.119513,9.804865,6.873743,25.595625,9.449169,35.070007,18.614689,41.31303,20.527445,86.504631,18.202217,21.763758,107.791023,168.498657,302.470245,134.630859,101.249138,87.943329,96.602905,82.315392,Truck
28,58.520889,29.934017,16.81456,27.775833,9.89783,7.360656,40.531796,39.197914,21.670902,45.518238,35.271919,57.480244,55.822609,72.695915,41.220623,24.747437,123.789558,35.707844,105.593513,219.298828,268.871979,62.441395,65.567337,133.782227,42.439556,62.328442,Truck
29,71.220406,0.663006,17.424007,35.327423,19.850491,35.283978,7.062388,26.721594,34.69128,71.192451,43.669945,41.502968,33.351616,30.65941,60.744343,110.477676,127.707779,51.821651,100.55452,130.741028,205.830444,69.947922,200.168457,252.778839,191.5737,78.562149,Truck
30,38.436092,15.16582,11.650673,30.111782,20.42557,15.937569,13.568132,23.816895,32.315208,30.642672,28.631441,49.189129,63.580231,44.456173,37.24567,83.007538,121.014969,191.987122,273.204712,194.984985,185.956406,159.013977,246.901276,120.156624,78.254723,56.519688,Truck
31,94.569443,21.914545,2.387446,11.295802,15.334978,14.180081,22.322002,24.466293,12.18912,19.236647,17.159639,5.971284,33.772591,10.122799,29.512873,12.376925,46.420635,58.215542,159.031082,213.057159,76.762184,42.55545,19.306622,85.898956,51.516865,29.344683,Truck
32,13.456155,35.163368,21.049408,34.83252,31.704132,31.189837,23.138231,42.57872,16.578045,36.684692,62.173195,18.697105,37.852165,41.130707,29.513227,4.793132,52.462376,83.229797,137.75885,302.310974,58.112476,105.515846,90.865868,171.56955,154.025391,41.462116,Truck
33,41.366447,8.23177,18.618446,12.854163,4.982357,10.169536,12.42597,5.356858,13.936399,23.243649,15.613705,8.21653,34.644676,21.479897,22.287973,43.468605,17.533428,82.351715,158.770477,46.218422,86.461304,33.156658,69.539619,74.568573,87.563942,80.152519,Truck
34,37.896538,9.779054,20.72855,20.229376,21.400311,7.131139,14.160499,3.488245,64.864052,12.674866,29.266483,31.79797,18.139446,5.819448,10.160223,15.047477,29.643372,84.101036,14.913754,129.762665,32.08078,15.51549,145.680023,165.49353,454.101227,133.157623,Truck
35,31.612146,20.067179,19.329041,3.209266,12.614177,5.748014,18.759165,4.427279,2.886795,8.862568,22.983109,27.843119,13.887617,24.743668,26.030914,53.606236,165.442978,33.801655,156.914368,175.826279,226.225571,169.608429,37.228607,85.885399,79.593903,47.662281,Truck
36,20.905991,13.057915,6.612591,3.963741,1.878929,6.552459,10.79804,10.533777,14.045342,15.350856,15.132539,29.521963,14.165824,15.587099,24.970589,51.929554,34.190159,83.035004,181.072433,186.202652,58.41571,181.776321,69.070015,32.993732,154.211914,27.806858,Truck
37,22.341393,9.435267,22.565441,16.025963,11.120248,19.44512,14.218656,8.576357,15.686687,15.97814,22.581072,5.842244,11.500489,78.106247,92.311317,42.640945,41.317173,60.880268,121.571709,148.830048,108.364494,114.296608,140.353149,84.03138,3.198461,50.236748,Truck
38,8.185395,10.45872,16.453865,24.978266,19.916447,13.605266,13.292116,16.987015,10.44958,2.295853,9.639529,15.648841,30.913691,113.673431,68.017731,56.79163,147.999786,16.554073,196.385834,86.922829,186.321228,145.942337,130.179443,53.143078,12.22723,32.630001,Truck
39,34.602749,8.316893,1.935315,8.75268,3.763522,7.996288,1.070308,4.75326,6.151799,8.84692,6.098096,15.14018,4.662888,11.168171,3.706017,18.383383,25.619726,49.150398,52.958023,39.570042,94.302071,35.014858,71.74617,47.359009,75.519371,88.718842,Truck
40,30.541662,7.234974,6.978432,2.972349,7.860789,1.807093,3.982677,9.603091,5.171322,3.738587,2.744622,8.530517,14.776191,6.638964,3.711219,22.328665,48.341217,1.617897,23.151007,15.999441,44.807449,38.66544,35.058952,51.524876,77.643204,36.822876,Truck
41,19.50341,0.370684,4.188465,7.7384,4.28842,15.36533,5.543967,16.64592,18.37277,13.42307,14.003916,15.461666,15.813418,26.804049,18.944889,34.483597,76.423141,34.415154,88.324196,52.712524,59.129845,160.748718,70.291298,149.399689,60.628998,106.934616,Truck
42,7.839568,16.013733,12.054022,12.864876,13.065263,7.324438,3.330489,16.376757,15.482873,25.756958,15.800797,11.356726,38.749813,28.748768,23.688057,14.463543,69.00441,22.52516,22.883232,78.202393,107.666382,94.85659,60.541241,85.442429,104.164841,73.409546,Truck
43,4.056942,5.796542,13.525707,3.363554,6.36838,3.51578,8.912796,13.722848,7.336124,7.322248,13.339069,9.965205,5.641224,2.739701,3.366626,39.618156,47.808048,33.07959,66.285812,33.975025,53.906624,96.64772,94.464043,48.425568,45.281376,135.636429,Truck
44,21.9998,3.858174,19.996254,20.516951,12.844728,22.438799,16.829136,14.847355,21.901756,32.329681,8.229779,9.5154,23.554916,60.349422,4.631456,34.304241,118.046814,69.265152,75.182426,170.167679,73.464523,175.347061,108.235413,83.185081,65.542839,96.423897,Truck
45,0.687109,6.687521,10.706748,3.297851,4.024887,11.046675,8.167509,14.427634,1.977276,11.008117,0.419419,29.096289,8.497005,20.332569,33.195335,52.735683,38.420807,47.271786,82.826088,66.677155,90.831253,109.433014,40.938259,27.009573,117.62809,72.293777,Truck
46,2.577252,12.757223,7.322495,13.646089,20.353254,7.514992,6.402737,6.348126,13.901214,22.089088,25.922485,11.918729,33.324028,35.339108,8.782186,35.360142,20.796394,40.133678,151.235703,101.927727,44.939743,42.627659,87.779419,91.314667,81.060776,62.280872,Truck
47,9.462068,8.709477,10.078867,4.661575,11.559688,5.628988,7.491809,6.193039,16.468225,12.460494,13.904729,22.203043,20.019257,9.105675,38.967613,23.802435,12.781434,60.55257,129.530609,7.895359,91.64798,65.596191,140.112717,43.803158,112.503532,33.008755,Truck
48,6.195018,7.012326,23.995417,13.885003,15.136951,3.504816,17.300663,20.331034,12.667855,26.284641,16.817211,10.935911,14.839483,28.538464,22.243778,64.195282,51.979778,51.606056,71.801971,82.728447,125.065018,55.372532,129.615143,190.204239,44.771576,37.204662,Truck
49,33.081703,4.242714,16.451384,15.804612,10.856426,12.566417,8.326445,16.302677,5.151378,5.237926,11.319201,14.96175,10.597575,24.946142,13.345968,42.181492,45.459145,105.613579,90.597984,107.14904,104.194649,91.686661,30.959904,54.73122,60.124233,20.439316,Truck
50,23.065559,9.827974,9.103001,9.683424,3.829597,0.531322,5.7949,11.301826,6.033081,16.590689,7.354147,6.019079,2.510689,1.276492,28.479147,1.260701,78.263283,17.643682,30.906485,23.288923,64.92775,53.391193,38.577759,41.809845,142.32901,5.867231,Truck
51,1.530451,4.480903,5.360054,10.774554,4.544895,6.708521,7.606811,8.397435,5.546281,7.288379,5.036971,17.848366,8.832977,11.748257,15.53604,36.994495,50.217392,44.518784,37.347225,48.587685,121.249298,31.259478,55.545567,67.749191,241.385117,47.189678,Truck
52,5.839131,14.838662,9.060196,3.774849,15.630501,6.290456,11.369931,17.360004,4.306505,12.946358,28.757776,6.372163,30.898979,12.67713,26.123735,46.734543,65.57412,52.263187,56.968555,33.655811,106.692207,70.095078,53.742691,137.18721,84.198204,29.834856,Truck
53,3.962822,7.207253,8.584342,8.729482,9.35026,9.476257,10.456825,9.233869,9.424143,11.525058,10.757732,10.136852,9.154152,3.136178,9.249563,20.999329,34.117851,43.277035,47.434948,46.350006,42.089474,27.037371,18.332201,18.628988,25.912079,26.627256,Truck
54,23.056183,7.845198,2.031269,15.587844,14.623439,16.294882,4.669796,11.958492,21.020119,7.185427,12.040545,25.152639,1.674095,12.592274,7.044485,42.323921,79.827591,9.443002,57.122227,67.196831,65.274979,22.932709,32.161793,12.959119,130.167007,75.247337,Truck
55,202.575241,45.601269,32.017189,13.701264,12.226977,5.64657,11.135102,8.190891,9.811342,18.77243,11.861642,11.047148,14.739242,35.072815,16.71417,33.189613,67.820854,40.725231,38.727928,62.399364,31.821247,14.333825,55.817986,55.673988,112.730759,40.408058,Truck
56,10.658811,3.900108,7.886892,3.458654,11.674305,3.322362,8.630219,6.244746,11.603006,8.931708,14.507201,20.55588,3.493739,22.542408,19.593878,13.542794,49.487392,36.526611,23.549953,130.041199,110.392273,64.401176,36.96891,29.09029,33.456741,65.888763,Truck
57,104.441757,19.408058,28.006727,9.944843,4.909098,17.069035,9.30775,3.350005,6.403147,2.705502,7.759358,21.496885,1.488337,17.231045,5.754838,7.582162,5.12132,69.949631,13.005817,90.277184,40.58707,23.571968,27.068386,16.216473,21.574291,64.190018,Truck
58,21.348188,7.677296,9.948655,14.334959,6.317539,10.889305,4.969797,12.717896,14.556211,15.736799,2.546634,16.511101,17.171524,36.647224,33.688919,11.596264,47.397514,110.232315,54.348434,92.28006,64.362801,43.573421,59.591122,48.79084,83.346191,66.720985,Truck
59,33.229691,13.87244,24.431253,16.04575,22.677132,14.238305,12.730434,13.80654,6.369338,5.339207,16.359892,13.814878,4.845615,16.398981,29.788872,30.864277,20.520512,67.574974,61.301811,53.584938,85.140442,81.271149,84.737206,85.809425,23.699593,105.89267,Truck
60,21.347271,3.137603,3.357001,8.97583,3.679473,3.840184,2.685572,5.373796,3.840263,7.871736,7.181548,7.735726,3.691738,1.969449,11.427086,10.331767,25.942341,26.622526,50.575779,35.239677,115.126366,24.039789,48.99374,30.448872,56.411026,34.638184,Truck
61,40.364731,15.471148,11.153821,8.269733,8.844274,5.059326,1.571984,4.969481,5.854669,6.5352,9.061485,5.203007,4.45995,7.005672,20.162779,25.42725,1.366356,23.556784,4.718191,18.727001,57.60326,36.283356,40.044456,61.537514,71.132828,46.100143,Truck
62,27.462151,11.934215,20.604013,19.141438,8.647572,11.396638,12.604939,22.781013,26.707365,3.938946,15.864971,31.874716,27.541374,33.561268,31.051739,44.109875,20.913912,46.308449,113.622375,79.238632,57.299492,72.133842,111.25766,82.511993,27.677156,52.733425,Truck
63,9.128498,41.052883,19.997503,16.447508,34.680527,11.283149,2.938845,35.396294,16.680891,15.875008,17.809269,8.918846,20.138384,2.671851,53.250298,19.747692,36.925358,56.982624,33.547306,35.258911,131.155899,36.79044,133.299576,248.865891,42.550247,81.02832,Truck
64,5.903282,18.942348,6.105726,30.264107,21.552217,16.896309,17.665709,4.589356,11.324801,22.380701,13.402806,31.839062,16.778708,18.577579,34.449192,17.938906,48.434689,66.698807,67.135551,45.020294,133.584518,40.898861,54.848888,99.025978,91.766655,79.86142,Truck
65,17.761816,27.342751,15.549625,21.591101,19.545359,40.625523,18.732229,24.647413,10.851233,44.280754,19.370056,16.278454,30.065912,42.827839,28.379833,38.57793,42.745567,37.011414,137.204376,103.960007,99.841125,181.198944,143.960785,145.833359,61.997112,115.651642,Truck
66,27.088717,29.76536,20.810852,17.011673,8.168634,18.752382,17.774679,17.445662,12.053968,28.561836,22.330446,9.374016,15.18864,52.116718,35.277542,31.826962,56.934631,17.860464,71.957085,124.661644,16.272034,90.733871,82.165886,95.53344,68.399719,169.434052,Truck
67,8.284531,8.430133,7.335411,9.513216,9.735327,10.59584,22.293205,17.809982,8.79203,7.319986,12.72236,27.703342,3.796198,5.50026,23.978931,13.316788,83.396042,77.677811,139.423401,87.501152,29.782681,111.514595,127.042534,113.255348,71.014763,21.681005,Truck
68,31.143124,15.270935,35.134033,18.610445,32.57597,44.664028,4.385946,15.111028,23.674555,33.326038,26.090916,11.446575,31.501827,106.17524,15.033648,88.944855,53.825115,121.09977,129.914688,107.040047,128.555542,119.54306,109.513763,65.234871,172.455246,74.08744,Truck
69,9.756552,12.394532,11.224018,12.960505,6.172819,17.6798,13.589256,18.252331,9.514191,2.172081,9.578701,25.221096,21.945137,34.433289,16.039278,42.570953,47.497608,39.383305,113.342537,81.571999,30.202181,66.800255,58.803932,44.626717,126.722008,51.57523,Truck
70,36.889046,30.54347,27.485849,32.899883,35.18557,39.324127,18.25194,34.858719,35.967056,25.493876,19.792446,40.607265,38.861526,15.655523,27.966597,57.305054,90.847298,155.050949,59.765533,135.337723,224.975739,90.364983,47.569118,86.520409,116.119194,135.95372,Truck
71,4.935083,22.192585,16.27861,12.648481,12.544355,17.08132,12.628963,16.308729,13.815756,24.479422,26.537729,25.343353,3.787889,37.12991,30.381197,35.099907,72.332115,66.263268,42.27301,67.270226,109.097038,84.973953,63.342007,104.953918,82.139404,59.877209,Truck
72,15.926295,2.981731,3.865047,13.958616,16.496511,23.828371,21.268867,6.654898,11.204774,27.264681,13.050503,24.420399,20.31172,35.936016,30.658388,7.919893,11.115973,91.350845,60.662319,173.368378,103.273781,133.396286,59.66679,97.117889,132.350174,65.766891,Truck
73,14.098918,41.537338,15.946753,7.341931,36.313465,22.530405,14.705593,6.052597,10.068048,16.477556,9.826552,21.34446,23.82513,47.549889,56.182163,8.428005,83.50367,17.548431,81.036507,145.952682,73.201538,152.626007,41.074718,209.730927,95.896584,114.437218,Truck
74,5.380649,17.031101,19.956987,7.591296,13.415896,27.832703,31.981102,11.634767,29.636072,10.355778,14.093559,7.986809,20.522747,24.50178,35.675053,36.403473,48.216496,50.51207,105.620125,157.465637,188.424133,117.641525,180.80098,44.554771,31.353373,177.425888,Truck
75,8.662447,18.089069,10.609355,18.357758,7.127561,45.317078,19.729893,20.195543,5.767657,17.150778,29.865988,41.177311,33.754841,47.91185,63.041153,91.877167,58.962086,33.057362,183.776093,120.029114,97.170273,59.042583,173.616211,35.179924,68.009575,88.824234,Truck
76,4.642581,18.925913,7.751806,12.304125,11.165702,5.031079,11.344896,5.79181,25.453157,10.865795,14.403779,30.895353,8.07757,19.567732,12.754573,18.958204,29.082945,43.773323,65.238045,26.685991,91.562576,193.543304,73.094383,57.864162,22.281263,93.364685,Truck
77,27.694736,3.871767,6.335231,31.481028,21.545719,12.776559,15.115367,33.798904,27.795008,41.428772,8.642618,18.172134,28.847326,11.489131,7.608012,24.289825,20.93107,144.266144,72.288467,74.859665,64.349213,113.185799,30.631161,92.207504,31.059641,124.434326,Truck
78,230.827179,86.466965,92.295242,61.824108,24.69224,70.87693,28.171242,33.009811,42.186546,5.916324,12.417254,30.649843,16.580544,58.414223,38.904079,27.043131,10.106545,92.633926,178.074997,85.389549,191.512436,49.395283,34.515251,156.626846,70.793121,62.06234,Truck
79,40.505978,1.206352,8.867712,6.77632,9.215636,17.440722,15.785681,13.91344,19.542097,5.545882,35.43264,16.27593,21.130249,8.053164,26.138035,16.241598,23.99025,30.965219,92.073082,16.873936,57.762699,95.902725,117.809143,99.281494,88.912216,111.270042,Truck
80,86.597595,44.861526,23.674223,24.071001,9.68718,26.110861,11.704052,51.953674,10.984855,39.072941,14.153427,28.222942,27.044819,49.722984,8.418957,27.207563,26.410286,20.056086,155.979462,84.322487,97.889595,67.297485,131.617294,84.744095,56.284111,185.453812,Truck
81,38.665016,17.64838,23.233566,21.543678,18.495745,33.93454,12.143181,27.734802,32.900166,30.058575,15.857278,29.869459,31.692144,40.013348,22.856676,46.957935,37.370178,26.937616,66.354485,189.606567,161.234924,136.853317,83.475677,165.353424,63.110439,57.759289,Truck
82,34.887634,6.817615,3.338111,6.828454,6.184633,7.852641,6.167875,6.442972,7.073354,10.069448,11.844526,11.560777,7.681019,7.461385,12.815583,12.511403,24.441256,31.304712,56.62286,71.152451,15.415539,77.312042,126.824539,38.522156,38.416569,49.606548,Truck
83,25.502277,7.543502,2.534119,3.972957,3.665296,4.038931,4.549314,7.917593,8.925462,7.5716,6.34765,2.7543,6.281933,16.395905,14.506798,15.92146,15.658532,16.406794,16.55724,15.717168,38.608021,139.137756,86.482498,145.434525,122.396996,52.828526,Truck
84,23.749207,70.247047,25.531818,7.153038,38.280369,26.260748,11.82276,21.980555,25.780119,49.972782,34.339088,10.575455,20.892933,21.907038,17.411888,71.156937,24.645866,25.460033,100.378212,19.881748,124.582191,122.743431,113.205467,85.82209,95.770935,68.062866,Truck
85,36.81348,27.094881,26.785847,14.626721,6.547233,26.767109,25.619778,20.192617,24.575884,16.56205,12.951783,12.382985,17.748272,32.93362,18.010952,38.544674,71.62989,36.2136,68.96006,74.086945,151.330643,38.991219,44.14275,42.562336,125.405251,66.302032,Truck
86,22.469223,3.858478,3.816239,5.284164,3.663107,8.724955,1.466666,12.273151,3.386424,14.116269,9.34325,19.72854,11.58742,23.530775,19.48571,18.047064,17.464485,54.822441,93.468872,117.047569,81.175949,103.480667,124.089447,59.613682,49.148907,41.159901,Truck
87,19.99299,10.796694,2.160164,14.809866,3.598453,12.507745,6.013642,15.013159,4.415738,14.938825,10.362351,9.623091,11.863361,14.424356,12.468858,12.415094,29.467806,69.168015,42.790264,46.501442,93.953171,92.60627,56.410297,55.219685,109.8638,47.804501,Truck
88,10.359426,12.897246,5.852527,4.840438,3.628853,4.950417,9.301916,17.163891,8.625238,22.664862,2.814523,15.387666,17.004265,22.435453,14.646816,9.61173,24.647833,34.924759,21.366669,44.542854,46.989162,72.387245,64.918854,117.044708,48.693325,42.545425,Truck
89,17.566854,7.136895,6.344087,6.551524,2.970297,3.92287,4.078229,12.875773,6.07193,5.504129,6.659661,14.59987,6.999155,5.112895,8.552349,25.619663,40.143448,38.070549,24.351856,41.380447,36.509411,22.126215,57.064968,46.326286,33.833778,19.616438,Truck
90,47.474636,8.624754,6.798106,5.086924,7.404277,3.987756,10.735132,7.283194,9.778655,7.669763,17.306963,19.281694,14.270421,13.21284,15.616621,9.069033,18.501221,19.602606,100.284386,14.8218,51.684017,66.552345,12.532084,82.932327,64.613884,117.262657,Truck
91,35.245758,8.613843,4.447108,3.67236,2.367038,3.937286,7.117062,7.564649,4.411642,7.18685,3.820659,3.428725,5.290388,16.090645,16.719528,10.128854,9.012239,21.146248,22.038048,33.005085,42.442799,78.073067,16.295362,14.898101,55.587692,32.630131,Truck
92,41.834446,1.06962,3.585813,8.533214,5.239657,12.760059,2.143029,4.811295,16.415382,5.512308,14.977071,9.809589,6.461744,17.002304,5.085453,17.929258,20.258112,45.24667,51.687359,67.792206,82.062103,24.238482,42.47374,10.317132,38.502876,22.107769,Truck
93,41.672684,8.820434,9.146047,6.128475,6.983413,8.648137,8.363206,7.065758,14.707191,8.528327,11.24356,2.558622,17.623035,10.05489,37.069443,31.144836,91.618408,20.448572,31.30352,50.084908,126.674149,35.832111,33.900608,54.665272,12.163713,12.556503,Truck
94,566.275391,8.7056,3.344775,8.552965,8.562466,14.598126,8.483246,4.31413,12.52866,11.54582,12.205383,8.147203,11.667212,3.884463,11.123431,22.483393,34.552193,13.584281,28.389509,14.4293,26.456535,8.264618,18.089008,13.777325,16.651279,10.489645,Truck
95,51.555691,4.995522,2.557621,2.851542,0.872924,1.221515,2.924772,3.091915,3.263159,7.567521,4.607916,9.021226,4.274174,6.902454,3.956875,23.417109,46.974934,2.847734,67.372025,42.101089,48.100613,120.388054,69.420509,38.947979,33.140285,47.91008,Truck
96,450.5,44.620613,11.067188,11.299019,12.400349,20.480936,2.988903,2.411916,3.033437,7.033609,12.748976,4.765696,4.989318,3.125272,18.152695,14.152581,2.10486,12.749301,23.806719,29.443325,42.368649,24.723452,23.185415,20.636858,16.34482,12.204958,Truck
97,25.727669,4.226793,2.818765,2.210986,1.871298,2.107398,1.046407,4.116189,1.060287,4.479657,2.75391,3.131992,3.476167,6.712246,5.846889,11.660421,14.082825,12.677782,13.807241,29.491045,46.277042,33.314941,36.955276,36.510399,8.539799,33.842659,Truck
98,37.797062,1.493326,5.380498,8.37198,1.060362,8.204218,3.039488,7.391166,8.779418,1.1848,9.808246,7.629714,7.39233,10.189263,3.254842,15.228519,12.819086,14.046003,29.582481,31.649128,39.168373,44.055584,30.507477,28.217396,29.224415,17.874651,Truck
99,17.619238,10.011452,10.103045,8.587799,10.11999,6.714779,10.045021,7.716238,10.427506,11.775116,10.350553,7.068666,1.095399,14.892273,14.145629,28.415541,29.085554,19.688419,8.371196,15.444445,48.906372,44.271713,76.94532,38.117664,32.127419,24.414164,Truck
100,48.319576,9.307653,8.739273,4.130188,9.34931,2.963995,7.352075,10.68074,6.325812,13.090777,1.606185,15.182592,11.147176,17.786551,11.890451,14.678157,48.492123,37.175259,38.130466,80.45063,103.750969,80.788071,26.174015,26.315262,26.370691,66.675209,Truck
